票證公司編號,客運公司編號,卡號,票種編號,票種代碼,路線公路編號,司機編號,車號,上車時間(上),計費站序(上),計費站名(上),下車時間(下),計費站序(下),計費站名(下),交易實扣,原始票價,優惠票價,優惠額度額
ECC,47000,3639054810,a,普通卡,1141,191,971FW,2017/6/1 08:54,1,花蓮火車站,2017/6/1 10:20,18,天祥,137,156,137,19
ECC,47000,192187681,a,普通卡,1141,191,971FW,2017/6/1 08:54,1,花蓮火車站,2017/6/1 10:20,18,天祥,137,156,137,19
ECC,47000,794083477,a,普通卡,1141,191,971FW,2017/6/1 08:59,1,花蓮火車站,2017/6/1 09:50,13,太魯閣,81,92,81,11
ECC,47000,798781477,a,普通卡,1141,191,971FW,2017/6/1 08:59,1,花蓮火車站,2017/6/1 09:50,13,太魯閣,81,92,81,11
ECC,47000,1655277653,a,普通卡,1141,191,971FW,2017/6/1 14:55,29,梨山,2017/6/1 19:08,3,花蓮工校,367,418,367,51
ECC,47000,729101077,a,普通卡,1141,191,971FW,2017/6/1 15:02,29,梨山,2017/6/1 19:32,1,花蓮火車站,315,440,315,125
iPass,47000,2A976F2D,A1,普通卡,1141,191,971FW,2017/6/1 15:02,29,梨山,2017/6/1 19:32,1,花蓮火車站,354,440,354,86
ECC,47000,3639054810,a,普通卡,1141,191,971FW,2017/6/1 18:01,18,天祥,2017/6/1 19:20,1,花蓮火車站,137,156,137,19
ECC,47000,2689795364,a,普通卡,1141,191,971FW,2017/6/1 18:01,18,天祥,2017/6/1 19:28,1,花蓮火車站,137,156,137,19
ECC,47000,783346005,a,普通卡,1141,191,971FW,2017/6/1 18:01,18,天祥,2017/6/1 19:28,1,花蓮火車站,137,156,137,19
ECC,47000,192187681,a,普通卡,1141,191,971FW,2017/6/1 18:01,18,天祥,2017/6/1 19:22,1,花蓮火車站,137,156,137,19
ECC,47000,882801877,a,普通卡,1126,191,971FW,2017/6/2 10:05,13,太魯閣,2017/6/2 10:47,2,上美崙,65,74,65,9
ECC,47000,853697573,a,普通卡,1126,191,971FW,2017/6/2 10:05,13,太魯閣,2017/6/2 10:46,2,上美崙,65,74,65,9
iPass,47000,F1A8B200,A3,市敬老,1126,191,971FW,2017/6/2 10:06,13,太魯閣,2017/6/2 11:09,1,花蓮火車站,40,46,40,6
iPass,47000,D1E7C900,A3,市敬老,1126,191,971FW,2017/6/2 10:06,13,太魯閣,2017/6/2 11:09,1,花蓮火車站,40,46,40,6
ECC,47000,2652090191,a,普通卡,1126,191,971FW,2017/6/2 10:20,10,外秀林,2017/6/2 10:37,5,國軍總醫院,33,38,33,5
ECC,47000,279241953,a,普通卡,1133,280,973FW,2017/6/2 13:52,1,花蓮火車站,2017/6/2 14:01,1,花蓮火車站,21,24,21,3
