票證公司編號,客運公司編號,卡號,票種編號,票種代碼,路線公路編號,司機編號,車號,上車時間(上),計費站序(上),計費站名(上),下車時間(下),計費站序(下),計費站名(下),交易實扣,原始票價,優惠票價,優惠額度額
ECC,47000,1891032875,a,普通卡,1133,226,970FW,2017/12/2 10:41,1,花蓮火車站,2017/12/2 11:00,1,花蓮火車站,21,24,21,3
ECC,47000,2644793000,e,學生卡,1133,226,970FW,2017/12/2 10:41,1,花蓮火車站,2017/12/2 11:00,1,花蓮火車站,21,24,21,3
ECC,47000,329385233,a,普通卡,1133,226,970FW,2017/12/2 10:42,1,花蓮火車站,2017/12/2 11:16,3,花蓮工校,21,24,21,3
iPass,47000,4F948E0F,A1,普通卡,1133,226,970FW,2017/12/2 11:04,1,花蓮火車站,2017/12/2 11:04,1,花蓮火車站,21,24,21,3
ECC,47000,244685686,c,愛心卡,1133,226,970FW,2017/12/2 11:28,6,北埔,2017/12/2 12:36,18,天祥,61,70,61,9
ECC,47000,244685686,c,愛心卡,1133,226,970FW,2017/12/2 13:58,18,天祥,2017/12/2 14:53,11,新城,41,47,41,6
ECC,47000,690122549,a,普通卡,1133,226,970FW,2017/12/2 14:18,16,燕子口,2017/12/2 15:55,1,花蓮火車站,130,148,130,18
ECC,47000,649481573,a,普通卡,1133,226,970FW,2017/12/2 14:18,16,燕子口,2017/12/2 15:55,1,花蓮火車站,130,148,130,18
ECC,47000,1433360374,a,普通卡,1133,226,970FW,2017/12/2 15:18,6,北埔,2017/12/2 15:51,1,花蓮火車站,33,38,33,5
ECC,47000,2073196390,a,普通卡,1141,191,971FW,2017/12/2 08:35,1,花蓮火車站,2017/12/2 09:21,6,北埔,33,38,33,5
ECC,47000,808951461,a,普通卡,1141,191,971FW,2017/12/2 08:37,1,花蓮火車站,2017/12/2 09:48,13,太魯閣,81,92,81,11
ECC,47000,909219573,e,學生卡,1141,191,971FW,2017/12/2 08:38,1,花蓮火車站,2017/12/2 09:48,13,太魯閣,81,92,81,11
ECC,47000,398328609,a,普通卡,1141,191,971FW,2017/12/2 10:15,18,天祥,2017/12/2 13:20,29,梨山,250,285,250,35
ECC,47000,1259101896,a,普通卡,1141,191,971FW,2017/12/2 10:16,18,天祥,2017/12/2 13:19,29,梨山,250,285,250,35
ECC,47000,252992591,b,市敬老,1141,191,971FW,2017/12/2 10:16,18,天祥,2017/12/2 13:19,29,梨山,125,143,125,18
ECC,47000,1687226656,b,市敬老,1141,191,971FW,2017/12/2 10:16,18,天祥,2017/12/2 13:20,29,梨山,125,143,125,18
ECC,47000,862786453,a,普通卡,1141,191,971FW,2017/12/2 10:17,18,天祥,2017/12/2 10:31,20,谷園,22,25,22,3
iPass,47000,22601601,A1,普通卡,1141,191,971FW,2017/12/2 10:17,18,天祥,2017/12/2 10:31,20,谷園,22,25,22,3
ECC,47000,250834319,c,愛心卡,1141,191,971FW,2017/12/2 16:02,25,大禹嶺,2017/12/2 19:29,1,花蓮火車站,149,170,149,21
ECC,47000,808951461,a,普通卡,1141,191,971FW,2017/12/2 17:53,20,谷園,2017/12/2 19:16,1,花蓮火車站,148,169,148,21
ECC,47000,909219573,e,學生卡,1141,191,971FW,2017/12/2 17:54,20,谷園,2017/12/2 19:16,1,花蓮火車站,148,169,148,21
ECC,47000,1622579146,a,普通卡,1126,191,971FW,2017/12/3 06:23,1,花蓮火車站,2017/12/3 07:33,14,長春橋,91,104,91,13
iPass,47000,1AAC4232,A1,普通卡,1126,191,971FW,2017/12/3 06:36,1,花蓮火車站,2017/12/3 06:51,2,上美崙,21,24,21,3
ECC,47000,1634524965,a,普通卡,1126,191,971FW,2017/12/3 07:22,11,新城,2017/12/3 07:53,18,天祥,67,76,67,9
ECC,47000,800411973,a,普通卡,1126,191,971FW,2017/12/3 10:15,3,花蓮工校,2017/12/3 10:27,1,花蓮火車站,21,24,21,3
ECC,47000,672221589,b,市敬老,1141,191,971FW,2017/12/4 08:35,1,花蓮火車站,2017/12/4 09:02,1,花蓮火車站,11,12,11,1
ECC,47000,1614607493,c,愛心卡,1141,191,971FW,2017/12/4 08:35,1,花蓮火車站,2017/12/4 09:02,1,花蓮火車站,11,12,11,1
ECC,47000,1617396629,d,陪伴卡,1141,191,971FW,2017/12/4 08:35,1,花蓮火車站,2017/12/4 09:02,1,花蓮火車站,21,24,21,3
ECC,47000,1436512314,a,普通卡,1141,191,971FW,2017/12/4 08:35,1,花蓮火車站,2017/12/4 09:02,1,花蓮火車站,21,24,21,3
ECC,47000,108699553,b,市敬老,1141,191,971FW,2017/12/4 08:36,1,花蓮火車站,2017/12/4 09:02,1,花蓮火車站,11,12,11,1
ECC,47000,3381718956,c,愛心卡,1141,191,971FW,2017/12/4 08:36,1,花蓮火車站,2017/12/4 09:02,1,花蓮火車站,11,12,11,1
ECC,47000,193454513,b,市敬老,1141,191,971FW,2017/12/4 08:36,1,花蓮火車站,2017/12/4 09:01,1,花蓮火車站,11,12,11,1
ECC,47000,107758209,b,市敬老,1141,191,971FW,2017/12/4 08:36,1,花蓮火車站,2017/12/4 09:02,1,花蓮火車站,11,12,11,1
ECC,47000,108668657,b,市敬老,1141,191,971FW,2017/12/4 08:36,1,花蓮火車站,2017/12/4 09:02,1,花蓮火車站,11,12,11,1
ECC,47000,2876919450,c,愛心卡,1141,191,971FW,2017/12/4 08:36,1,花蓮火車站,2017/12/4 09:02,1,花蓮火車站,11,12,11,1
ECC,47000,186276305,b,市敬老,1141,191,971FW,2017/12/4 08:36,1,花蓮火車站,2017/12/4 09:02,1,花蓮火車站,11,12,11,1
ECC,47000,720048421,a,普通卡,1141,191,971FW,2017/12/4 08:39,1,花蓮火車站,2017/12/4 09:47,13,太魯閣,81,92,81,11
ECC,47000,104429153,a,普通卡,1141,191,971FW,2017/12/4 16:41,24,慈恩,2017/12/4 18:28,11,新城,170,193,170,23
ECC,47000,228579855,a,普通卡,1126,191,971FW,2017/12/5 06:35,1,花蓮火車站,2017/12/5 06:50,2,上美崙,21,24,21,3
ECC,47000,675090773,a,普通卡,1126,191,971FW,2017/12/5 06:35,1,花蓮火車站,2017/12/5 06:55,3,花蓮工校,21,24,21,3
ECC,47000,897027989,a,普通卡,1126,191,971FW,2017/12/5 07:05,6,北埔,2017/12/5 07:25,11,新城,36,41,36,5
ECC,47000,464132061,a,普通卡,1126,191,971FW,2017/12/5 08:30,23,洛韶,2017/12/5 09:04,19,文山,38,43,38,5
ECC,47000,297452113,a,普通卡,1126,191,971FW,2017/12/5 10:21,2,上美崙,2017/12/5 10:39,1,花蓮火車站,21,24,21,3
ECC,47000,1505247151,a,普通卡,1126,191,971FW,2017/12/5 10:28,1,花蓮火車站,2017/12/5 10:40,1,花蓮火車站,21,24,21,3
