票證公司編號,客運公司編號,卡號,票種編號,票種代碼,路線公路編號,司機編號,車號,上車時間(上),計費站序(上),計費站名(上),下車時間(下),計費站序(下),計費站名(下),交易實扣,原始票價,優惠票價,優惠額度額
KRTC,47000,F2E02D14,A2,高捷學生卡,1126,393,923-FW,2022/4/1 06:34,1,花蓮火車站,2022/4/1 07:03,3,花蓮工校,0,25,22,3
ECC,47000,1184869253,a,一般卡,1126,393,923-FW,2022/4/1 06:34,1,花蓮火車站,2022/4/1 07:03,3,花蓮工校,22,25,22,3
KRTC,47000,A228A619,A2,高捷學生卡,1126,393,923-FW,2022/4/1 06:34,1,花蓮火車站,2022/4/1 07:03,3,花蓮工校,0,25,22,3
iCash,47000,7.11121E+15,a,一般卡,1126,393,923-FW,2022/4/1 06:34,1,花蓮火車站,2022/4/1 07:03,3,花蓮工校,22,25,22,3
ECC,47000,1029428165,a,一般卡,1126,393,923-FW,2022/4/1 06:45,1,花蓮火車站,2022/4/1 07:03,3,花蓮工校,22,25,22,3
ECC,47000,599808593,a,一般卡,1126,393,923-FW,2022/4/1 06:48,1,花蓮火車站,2022/4/1 08:05,18,天祥,142,161,142,19
ECC,47000,401338225,p,一般卡,1126,393,923-FW,2022/4/1 06:53,1,花蓮火車站,2022/4/1 07:05,3,花蓮工校,22,25,22,3
KRTC,47000,820D8C0A,A2,高捷學生卡,1126,393,923-FW,2022/4/1 06:54,1,花蓮火車站,2022/4/1 07:03,3,花蓮工校,22,25,22,3
KRTC,47000,32BC201B,A1,高捷一般卡,1126,393,923-FW,2022/4/1 07:19,7,康樂村,2022/4/1 07:35,11,新城,32,36,32,4
ECC,47000,1177694709,c,愛心卡,1126,393,923-FW,2022/4/1 07:29,9,三棧派出所,2022/4/1 07:34,11,新城,0,13,11,2
ECC,47000,1745313189,1,敬老卡,1126,393,923-FW,2022/4/1 07:29,9,三棧派出所,2022/4/1 07:36,11,新城,0,13,11,2
ECC,47000,1177809781,c,愛心卡,1126,393,923-FW,2022/4/1 10:21,2,上美崙,2022/4/1 10:41,1,花蓮火車站,0,13,11,2
ECC,47000,3319749080,1,敬老卡,1126,393,923-FW,2022/4/1 10:23,2,上美崙,2022/4/1 10:45,1,花蓮火車站,0,13,11,2
ECC,47000,1407604913,b,敬老卡,1126,393,923-FW,2022/4/1 10:30,1,花蓮火車站,2022/4/1 10:45,1,花蓮火車站,11,12,11,1
ECC,47000,1207969061,c,愛心卡,1133,397,FAC-825,2022/4/1 10:43,1,花蓮火車站,2022/4/1 12:37,18,天祥,0,92,81,11
KRTC,47000,2258CC04,A2,高捷學生卡,1133,397,FAC-825,2022/4/1 10:50,1,花蓮火車站,2022/4/1 12:19,16,燕子口,135,153,135,18
ECC,47000,3319188952,c,愛心卡,1133,397,FAC-825,2022/4/1 11:00,1,花蓮火車站,2022/4/1 11:55,12,富世國小,0,50,44,6
ECC,47000,316753384,1,敬老卡,1133,397,FAC-825,2022/4/1 11:04,1,花蓮火車站,2022/4/1 11:33,7,康樂村,0,24,21,3
ECC,47000,1104859909,c,愛心卡,1133,397,FAC-825,2022/4/1 11:04,1,花蓮火車站,2022/4/1 11:33,7,康樂村,0,24,21,3
ECC,47000,1681259797,1,敬老卡,1133,397,FAC-825,2022/4/1 11:29,6,北埔,2022/4/1 11:40,9,三棧派出所,0,14,12,2
iCash,47000,7.51217E+15,a,一般卡,1133,397,FAC-825,2022/4/1 11:52,12,富世國小,2022/4/1 12:12,16,燕子口,47,53,47,6
ECC,47000,1407116401,a,一般卡,1133,397,FAC-825,2022/4/1 11:52,12,富世國小,2022/4/1 12:12,16,燕子口,25,53,47,6
ECC,47000,2792922159,b,敬老卡,1133,397,FAC-825,2022/4/1 11:52,12,富世國小,2022/4/1 12:13,16,燕子口,12,27,23,4
ECC,47000,773364929,b,敬老卡,1133,397,FAC-825,2022/4/1 11:52,12,富世國小,2022/4/1 12:13,16,燕子口,12,27,23,4
ECC,47000,881439633,a,一般卡,1133,397,FAC-825,2022/4/1 14:01,18,天祥,2022/4/1 14:20,17,綠水,0,25,22,3
ECC,47000,971207761,a,一般卡,1133,397,FAC-825,2022/4/1 14:01,18,天祥,2022/4/1 14:20,17,綠水,0,25,22,3
ECC,47000,1012734037,a,一般卡,1133,397,FAC-825,2022/4/1 14:21,17,綠水,2022/4/1 15:59,1,花蓮火車站,133,176,155,21
ECC,47000,800154789,a,一般卡,1133,397,FAC-825,2022/4/1 15:32,2,上美崙,2022/4/1 15:59,1,花蓮火車站,22,25,22,3
ECC,47000,1719482341,e,學生卡,1141,226,970-FW,2022/4/1 08:32,1,花蓮火車站,2022/4/1 12:18,25,大禹嶺,307,349,307,42
