票證公司編號,客運公司編號,卡號,票種編號,票種代碼,路線公路編號,司機編號,車號,上車時間(上),計費站序(上),計費站名(上),下車時間(下),計費站序(下),計費站名(下),交易實扣,原始票價,優惠票價,優惠額度額
ECC,47000,3673144226,a,一般卡,1121,109,FAC-798,2021/2/1 19:13,1,花蓮火車站,2021/2/1 19:57,4,志學,40,46,40,6
ECC,47000,1746464437,1,敬老卡,1121,109,FAC-798,2021/2/1 19:13,1,花蓮火車站,2021/2/1 19:31,1,花蓮火車站,0,13,11,2
KRTC,47000,52EC8515,A2,高捷學生卡,1121,109,FAC-798,2021/2/1 19:32,1,花蓮火車站,2021/2/1 20:24,7,溪口,72,82,72,10
ECC,47000,3319521752,c,愛心卡,1121,109,FAC-798,2021/2/1 19:32,1,花蓮火車站,2021/2/1 20:42,9,南平,0,52,45,7
KRTC,47000,62E1920A,A2,高捷學生卡,1121,109,FAC-798,2021/2/1 19:32,1,花蓮火車站,2021/2/1 20:37,8,林榮,83,94,83,11
ECC,47000,971979221,a,一般卡,1121,109,FAC-798,2021/2/1 19:41,2,吉安分局,2021/2/1 19:58,4,志學,27,31,27,4
ECC,47000,1618594792,c,愛心卡,1121,123,FAC-789,2021/2/1 06:06,13,光復站,2021/2/1 07:31,1,花蓮火車站,0,76,67,9
ECC,47000,3430449640,1,敬老卡,1121,123,FAC-789,2021/2/1 06:06,13,光復站,2021/2/1 07:33,1,花蓮火車站,0,76,67,9
ECC,47000,1743096933,1,敬老卡,1121,123,FAC-789,2021/2/1 06:32,10,鳳林,2021/2/1 07:24,2,吉安分局,0,51,44,7
ECC,47000,1743172965,c,愛心卡,1121,123,FAC-789,2021/2/1 06:33,10,鳳林,2021/2/1 07:31,1,花蓮火車站,0,58,51,7
ECC,47000,2077454312,1,敬老卡,1121,123,FAC-789,2021/2/1 06:33,10,鳳林,2021/2/1 07:31,1,花蓮火車站,0,58,51,7
ECC,47000,1687554024,1,敬老卡,1121,123,FAC-789,2021/2/1 06:34,10,鳳林,2021/2/1 07:41,1,花蓮火車站,0,58,51,7
ECC,47000,1620409320,1,敬老卡,1121,123,FAC-789,2021/2/1 06:34,10,鳳林,2021/2/1 07:31,1,花蓮火車站,0,58,51,7
ECC,47000,1744338533,c,愛心卡,1121,123,FAC-789,2021/2/1 06:38,10,鳳林,2021/2/1 07:24,2,吉安分局,0,51,44,7
ECC,47000,3319521752,c,愛心卡,1121,123,FAC-789,2021/2/1 06:42,9,南平,2021/2/1 07:31,1,花蓮火車站,0,52,45,7
ECC,47000,1685050600,c,愛心卡,1121,123,FAC-789,2021/2/1 06:47,8,林榮,2021/2/1 07:41,1,花蓮火車站,0,47,41,6
ECC,47000,1743204213,1,敬老卡,1121,123,FAC-789,2021/2/1 07:00,5,壽豐,2021/2/1 07:31,1,花蓮火車站,0,31,27,4
ECC,47000,971979221,a,一般卡,1121,123,FAC-789,2021/2/1 07:08,4,志學,2021/2/1 07:24,2,吉安分局,27,31,27,4
ECC,47000,2507834258,a,一般卡,1121,123,FAC-789,2021/2/1 07:08,4,志學,2021/2/1 07:31,1,花蓮火車站,40,46,40,6
ECC,47000,2694266543,a,一般卡,1121,123,FAC-789,2021/2/1 07:08,4,志學,2021/2/1 07:37,1,花蓮火車站,40,46,40,6
ECC,47000,1744279397,c,愛心卡,1121,123,FAC-789,2021/2/1 07:15,3,南華車站,2021/2/1 07:41,1,花蓮火車站,0,17,15,2
ECC,47000,1663466472,1,敬老卡,1121,135,FAC-805,2021/2/1 07:50,1,花蓮火車站,2021/2/1 08:12,4,志學,0,23,20,3
ECC,47000,1838752232,c,愛心卡,1121,135,FAC-805,2021/2/1 07:50,1,花蓮火車站,2021/2/1 08:49,10,鳳林,0,58,51,7
ECC,47000,1743204213,1,敬老卡,1121,135,FAC-805,2021/2/1 07:51,1,花蓮火車站,2021/2/1 07:56,1,花蓮火車站,0,13,11,2
ECC,47000,1745177445,1,敬老卡,1121,135,FAC-805,2021/2/1 07:53,1,花蓮火車站,2021/2/1 09:08,13,光復站,0,76,67,9
ECC,47000,1745962485,1,敬老卡,1121,135,FAC-805,2021/2/1 07:53,1,花蓮火車站,2021/2/1 09:08,13,光復站,0,76,67,9
ECC,47000,3497317864,1,敬老卡,1121,135,FAC-805,2021/2/1 07:53,1,花蓮火車站,2021/2/1 09:05,13,光復站,0,76,67,9
ECC,47000,809171349,e,學生卡,1121,135,FAC-805,2021/2/1 13:17,5,壽豐,2021/2/1 13:51,1,花蓮火車站,54,61,54,7
ECC,47000,3374303448,1,敬老卡,1121,135,FAC-805,2021/2/1 13:46,1,花蓮火車站,2021/2/1 13:53,1,花蓮火車站,0,13,11,2
ECC,47000,3359390168,c,愛心卡,1121,135,FAC-805,2021/2/1 13:46,1,花蓮火車站,2021/2/1 13:53,1,花蓮火車站,0,13,11,2
ECC,47000,1746464437,1,敬老卡,1121,138,FAC-801,2021/2/1 07:22,1,花蓮火車站,2021/2/1 08:50,13,光復站,0,76,67,9
ECC,47000,1106248581,1,敬老卡,1121,138,FAC-801,2021/2/1 07:22,1,花蓮火車站,2021/2/1 08:50,13,光復站,0,76,67,9
ECC,47000,1113032661,1,敬老卡,1121,138,FAC-801,2021/2/1 07:26,1,花蓮火車站,2021/2/1 07:42,4,志學,0,23,20,3
ECC,47000,262973672,1,敬老卡,1121,138,FAC-801,2021/2/1 08:05,6,豐田,2021/2/1 08:50,13,光復站,0,42,37,5
ECC,47000,377425384,1,敬老卡,1121,138,FAC-801,2021/2/1 08:17,8,林榮,2021/2/1 08:27,10,鳳林,0,13,11,2
ECC,47000,1717989637,1,敬老卡,1121,138,FAC-801,2021/2/1 08:17,8,林榮,2021/2/1 08:27,10,鳳林,0,13,11,2
ECC,47000,1745541061,1,敬老卡,1121,138,FAC-801,2021/2/1 08:21,9,南平,2021/2/1 08:27,10,鳳林,0,13,11,2
ECC,47000,3318908376,1,敬老卡,1121,138,FAC-801,2021/2/1 08:21,9,南平,2021/2/1 08:27,10,鳳林,0,13,11,2
ECC,47000,243885544,1,敬老卡,1121,138,FAC-801,2021/2/1 08:28,10,鳳林,2021/2/1 08:37,12,萬榮,0,13,11,2
ECC,47000,1106248581,1,敬老卡,1121,138,FAC-801,2021/2/1 13:17,13,光復站,2021/2/1 14:07,5,壽豐,0,46,40,6
ECC,47000,1743129557,1,敬老卡,1121,138,FAC-801,2021/2/1 13:17,13,光復站,2021/2/1 14:49,1,花蓮火車站,0,76,67,9
ECC,47000,1684621800,1,敬老卡,1121,138,FAC-801,2021/2/1 13:17,13,光復站,2021/2/1 13:53,8,林榮,0,29,26,3
ECC,47000,1747779845,1,敬老卡,1121,138,FAC-801,2021/2/1 13:17,13,光復站,2021/2/1 14:49,1,花蓮火車站,0,76,67,9
ECC,47000,3519275155,1,敬老卡,1121,138,FAC-801,2021/2/1 13:18,13,光復站,2021/2/1 14:42,2,吉安分局,0,69,61,8
KRTC,47000,81C86132,A1,高捷一般卡,1121,138,FAC-801,2021/2/1 14:03,6,豐田,2021/2/1 14:30,3,南華車站,10,36,32,4
ECC,47000,110161633,b,敬老卡,1121,138,FAC-801,2021/2/1 14:51,1,花蓮火車站,2021/2/1 14:59,1,花蓮火車站,11,13,11,2
ECC,47000,3359251416,c,愛心卡,1121,205,FAC-800,2021/2/1 08:43,13,光復站,2021/2/1 09:11,10,鳳林,0,19,16,3
ECC,47000,3371543000,1,敬老卡,1121,205,FAC-800,2021/2/1 08:44,13,光復站,2021/2/1 09:34,5,壽豐,0,46,40,6
ECC,47000,455117361,q,優待卡,1121,205,FAC-800,2021/2/1 08:51,13,光復站,2021/2/1 09:35,5,壽豐,40,46,40,6
ECC,47000,1745498101,1,敬老卡,1121,205,FAC-800,2021/2/1 08:51,13,光復站,2021/2/1 08:57,12,萬榮,0,13,11,2
ECC,47000,1182408680,c,愛心卡,1121,205,FAC-800,2021/2/1 08:51,13,光復站,2021/2/1 09:34,5,壽豐,0,46,40,6
ECC,47000,1182506984,1,敬老卡,1121,205,FAC-800,2021/2/1 09:01,12,萬榮,2021/2/1 09:11,10,鳳林,0,13,11,2
ECC,47000,377425384,1,敬老卡,1121,205,FAC-800,2021/2/1 09:11,10,鳳林,2021/2/1 09:24,8,林榮,0,13,11,2
ECC,47000,1745541061,1,敬老卡,1121,205,FAC-800,2021/2/1 09:13,10,鳳林,2021/2/1 09:20,9,南平,0,13,11,2
ECC,47000,3498179304,1,敬老卡,1121,205,FAC-800,2021/2/1 09:25,8,林榮,2021/2/1 10:24,1,花蓮火車站,0,47,41,6
KRTC,47000,92E72B14,A2,高捷學生卡,1121,205,FAC-800,2021/2/1 09:35,6,豐田,2021/2/1 10:24,1,花蓮火車站,61,69,61,8
ECC,47000,422533697,f,優待卡,1121,205,FAC-800,2021/2/1 09:51,5,壽豐,2021/2/1 10:24,1,花蓮火車站,27,31,27,4
ECC,47000,265288658,a,一般卡,1121,205,FAC-800,2021/2/1 09:58,4,志學,2021/2/1 10:24,1,花蓮火車站,40,46,40,6
ECC,47000,988249973,a,一般卡,1121,205,FAC-800,2021/2/1 09:58,4,志學,2021/2/1 10:24,1,花蓮火車站,40,46,40,6
ECC,47000,1663466472,1,敬老卡,1121,205,FAC-800,2021/2/1 10:00,4,志學,2021/2/1 10:23,1,花蓮火車站,0,23,20,3
ECC,47000,1745162821,1,敬老卡,1121,205,FAC-800,2021/2/1 10:13,2,吉安分局,2021/2/1 10:24,1,花蓮火車站,0,13,11,2
ECC,47000,261606376,1,敬老卡,1121,205,FAC-800,2021/2/1 10:15,2,吉安分局,2021/2/1 10:24,1,花蓮火車站,0,13,11,2
ECC,47000,1489430760,1,敬老卡,1121,205,FAC-800,2021/2/1 10:19,1,花蓮火車站,2021/2/1 10:24,1,花蓮火車站,0,13,11,2
ECC,47000,3319077080,1,敬老卡,1121,205,FAC-800,2021/2/1 10:24,1,花蓮火車站,2021/2/1 10:32,1,花蓮火車站,0,13,11,2
ECC,47000,3371435992,1,敬老卡,1121,227,995-FW,2021/2/1 07:10,13,光復站,2021/2/1 08:46,1,花蓮火車站,0,76,67,9
ECC,47000,2230769128,c,愛心卡,1121,227,995-FW,2021/2/1 07:10,13,光復站,2021/2/1 08:28,5,壽豐,0,46,40,6
iCash,47000,7.11E+15,a,一般卡,1121,227,995-FW,2021/2/1 07:10,13,光復站,2021/2/1 07:42,10,鳳林,33,37,33,4
ECC,47000,881241265,a,一般卡,1121,227,995-FW,2021/2/1 07:10,13,光復站,2021/2/1 07:42,10,鳳林,33,37,33,4
ECC,47000,1619258600,1,敬老卡,1121,227,995-FW,2021/2/1 07:25,13,光復站,2021/2/1 07:42,11,榮民醫院,0,15,13,2
ECC,47000,2226933736,1,敬老卡,1121,227,995-FW,2021/2/1 07:25,13,光復站,2021/2/1 07:42,13,光復站,0,13,11,2
ECC,47000,817447873,a,一般卡,1121,227,995-FW,2021/2/1 07:31,13,光復站,2021/2/1 07:42,10,鳳林,33,37,33,4
ECC,47000,796588385,a,一般卡,1121,227,995-FW,2021/2/1 07:31,13,光復站,2021/2/1 07:42,10,鳳林,33,37,33,4
ECC,47000,243885544,1,敬老卡,1121,227,995-FW,2021/2/1 07:32,13,光復站,2021/2/1 07:43,10,鳳林,0,19,16,3
ECC,47000,1619179752,c,愛心卡,1121,227,995-FW,2021/2/1 07:40,13,光復站,2021/2/1 08:50,1,花蓮火車站,0,76,67,9
ECC,47000,1429613350,a,一般卡,1121,227,995-FW,2021/2/1 07:40,13,光復站,2021/2/1 08:50,1,花蓮火車站,134,152,134,18
ECC,47000,1684896488,1,敬老卡,1121,227,995-FW,2021/2/1 07:42,10,鳳林,2021/2/1 08:49,1,花蓮火車站,0,58,51,7
ECC,47000,1625164853,b,敬老卡,1121,227,995-FW,2021/2/1 07:52,8,林榮,2021/2/1 08:45,1,花蓮火車站,41,47,41,6
KRTC,47000,62E1920A,A2,高捷學生卡,1121,227,995-FW,2021/2/1 07:52,8,林榮,2021/2/1 08:50,1,花蓮火車站,83,94,83,11
ECC,47000,689410245,c,愛心卡,1121,227,995-FW,2021/2/1 07:55,8,林榮,2021/2/1 08:26,5,壽豐,15,17,15,2
ECC,47000,1663145448,1,敬老卡,1121,227,995-FW,2021/2/1 08:02,8,林榮,2021/2/1 08:48,1,花蓮火車站,0,47,41,6
ECC,47000,1664019688,1,敬老卡,1121,227,995-FW,2021/2/1 08:03,8,林榮,2021/2/1 08:07,5,壽豐,0,17,15,2
ECC,47000,3320510424,1,敬老卡,1121,227,995-FW,2021/2/1 08:07,5,壽豐,2021/2/1 08:55,1,花蓮火車站,0,31,27,4
ECC,47000,944988405,a,一般卡,1121,227,995-FW,2021/2/1 08:26,5,壽豐,2021/2/1 08:44,1,花蓮火車站,54,61,54,7
ECC,47000,3320617432,c,愛心卡,1121,227,995-FW,2021/2/1 08:26,5,壽豐,2021/2/1 08:50,1,花蓮火車站,0,31,27,4
KRTC,47000,62F63614,A2,高捷學生卡,1121,227,995-FW,2021/2/1 08:26,5,壽豐,2021/2/1 08:50,1,花蓮火車站,54,61,54,7
ECC,47000,3495288808,1,敬老卡,1121,227,995-FW,2021/2/1 08:43,5,壽豐,2021/2/1 08:50,1,花蓮火車站,0,31,27,4
ECC,47000,1620295912,1,敬老卡,1121,246,991-FW,2021/2/1 11:20,13,光復站,2021/2/1 12:36,2,吉安分局,0,69,61,8
ECC,47000,1178582709,1,敬老卡,1121,246,991-FW,2021/2/1 11:20,13,光復站,2021/2/1 12:44,1,花蓮火車站,0,76,67,9
ECC,47000,1625164853,b,敬老卡,1121,246,991-FW,2021/2/1 11:38,10,鳳林,2021/2/1 11:48,8,林榮,11,13,11,2
ECC,47000,735435909,a,一般卡,1121,246,991-FW,2021/2/1 12:20,4,志學,2021/2/1 12:46,1,花蓮火車站,40,46,40,6
ECC,47000,3373849816,1,敬老卡,1121,246,991-FW,2021/2/1 12:20,4,志學,2021/2/1 12:40,1,花蓮火車站,0,23,20,3
ECC,47000,1839471336,1,敬老卡,1121,246,991-FW,2021/2/1 12:20,4,志學,2021/2/1 12:40,1,花蓮火車站,0,23,20,3
ECC,47000,1682670149,c,愛心卡,1121,246,991-FW,2021/2/1 12:28,3,南華車站,2021/2/1 12:43,1,花蓮火車站,0,17,15,2
KRTC,47000,A2C0A110,A2,高捷學生卡,1121,246,991-FW,2021/2/1 12:28,3,南華車站,2021/2/1 12:44,1,花蓮火車站,15,17,15,2
ECC,47000,1745912645,c,愛心卡,1121,246,991-FW,2021/2/1 12:28,3,南華車站,2021/2/1 12:44,1,花蓮火車站,0,17,15,2
ECC,47000,1753540725,a,一般卡,1121,246,991-FW,2021/2/1 12:44,1,花蓮火車站,2021/2/1 12:52,1,花蓮火車站,0,25,22,3
ECC,47000,3374303448,1,敬老卡,1121,287,FAC-787,2021/2/1 11:54,1,花蓮火車站,2021/2/1 12:12,1,花蓮火車站,0,13,11,2
KRTC,47000,D29A4A16,A3,高捷敬老卡,1121,287,FAC-787,2021/2/1 11:54,1,花蓮火車站,2021/2/1 12:12,1,花蓮火車站,0,13,11,2
ECC,47000,1685050600,c,愛心卡,1121,287,FAC-787,2021/2/1 11:58,1,花蓮火車站,2021/2/1 13:10,8,林榮,0,47,41,6
ECC,47000,265288658,a,一般卡,1121,287,FAC-787,2021/2/1 12:08,1,花蓮火車站,2021/2/1 12:39,4,志學,40,46,40,6
ECC,47000,988249973,a,一般卡,1121,287,FAC-787,2021/2/1 12:08,1,花蓮火車站,2021/2/1 12:39,4,志學,40,46,40,6
ECC,47000,1619179752,c,愛心卡,1121,287,FAC-787,2021/2/1 12:12,1,花蓮火車站,2021/2/1 13:21,10,鳳林,0,58,51,7
ECC,47000,2077454312,1,敬老卡,1121,287,FAC-787,2021/2/1 12:12,1,花蓮火車站,2021/2/1 13:20,10,鳳林,0,58,51,7
ECC,47000,1743172965,c,愛心卡,1121,287,FAC-787,2021/2/1 12:12,1,花蓮火車站,2021/2/1 13:20,10,鳳林,0,58,51,7
ECC,47000,2507834258,a,一般卡,1121,287,FAC-787,2021/2/1 12:12,1,花蓮火車站,2021/2/1 12:37,4,志學,40,46,40,6
KRTC,47000,62F63614,A2,高捷學生卡,1121,287,FAC-787,2021/2/1 12:13,1,花蓮火車站,2021/2/1 12:37,4,志學,40,46,40,6
ECC,47000,3374474968,c,愛心卡,1121,287,FAC-787,2021/2/1 12:19,1,花蓮火車站,2021/2/1 13:13,9,南平,0,52,45,7
ECC,47000,1838106856,1,敬老卡,1121,287,FAC-787,2021/2/1 17:48,13,光復站,2021/2/1 19:26,1,花蓮火車站,0,76,67,9
ECC,47000,883185397,e,學生卡,1121,287,FAC-787,2021/2/1 19:00,4,志學,2021/2/1 19:24,1,花蓮火車站,40,46,40,6
ECC,47000,595178417,a,一般卡,1121,287,FAC-787,2021/2/1 19:01,4,志學,2021/2/1 19:24,1,花蓮火車站,40,46,40,6
ECC,47000,1744953525,1,敬老卡,1121,287,FAC-787,2021/2/1 19:07,3,南華車站,2021/2/1 19:20,1,花蓮火車站,0,17,15,2
ECC,47000,1740343765,a,一般卡,1121,287,FAC-787,2021/2/1 19:30,1,花蓮火車站,2021/2/1 19:35,1,花蓮火車站,0,25,22,3
ECC,47000,692244789,e,學生卡,1121,287,FAC-787,2021/2/1 19:30,1,花蓮火車站,2021/2/1 19:35,1,花蓮火車站,0,25,22,3
ECC,47000,1745564821,1,敬老卡,1121,318,977-FW,2021/2/1 09:02,1,花蓮火車站,2021/2/1 09:12,1,花蓮火車站,0,13,11,2
ECC,47000,1718020693,1,敬老卡,1121,318,977-FW,2021/2/1 09:03,1,花蓮火車站,2021/2/1 09:13,1,花蓮火車站,0,13,11,2
ECC,47000,3498075112,1,敬老卡,1121,318,977-FW,2021/2/1 09:03,1,花蓮火車站,2021/2/1 10:29,10,鳳林,0,58,51,7
ECC,47000,1178499477,1,敬老卡,1121,318,977-FW,2021/2/1 09:03,1,花蓮火車站,2021/2/1 09:18,1,花蓮火車站,0,13,11,2
ECC,47000,1686115560,1,敬老卡,1121,318,977-FW,2021/2/1 09:03,1,花蓮火車站,2021/2/1 09:22,1,花蓮火車站,0,13,11,2
ECC,47000,315477480,1,敬老卡,1121,318,977-FW,2021/2/1 09:18,1,花蓮火車站,2021/2/1 09:21,1,花蓮火車站,0,13,11,2
ECC,47000,1620409320,1,敬老卡,1121,318,977-FW,2021/2/1 09:22,1,花蓮火車站,2021/2/1 10:29,10,鳳林,0,58,51,7
ECC,47000,1684896488,1,敬老卡,1121,318,977-FW,2021/2/1 09:22,1,花蓮火車站,2021/2/1 10:30,10,鳳林,0,58,51,7
ECC,47000,3495288808,1,敬老卡,1121,318,977-FW,2021/2/1 09:22,1,花蓮火車站,2021/2/1 09:30,1,花蓮火車站,0,13,11,2
ECC,47000,3494725864,c,愛心卡,1121,318,977-FW,2021/2/1 09:22,1,花蓮火車站,2021/2/1 10:52,13,光復站,0,76,67,9
ECC,47000,1686583272,1,敬老卡,1121,318,977-FW,2021/2/1 09:22,1,花蓮火車站,2021/2/1 10:52,13,光復站,0,76,67,9
ECC,47000,1720957893,1,敬老卡,1121,318,977-FW,2021/2/1 09:23,1,花蓮火車站,2021/2/1 10:52,13,光復站,0,76,67,9
ECC,47000,1625164853,b,敬老卡,1121,318,977-FW,2021/2/1 09:25,1,花蓮火車站,2021/2/1 10:30,10,鳳林,51,58,51,7
ECC,47000,2075931516,a,一般卡,1121,318,977-FW,2021/2/1 09:25,1,花蓮火車站,2021/2/1 09:32,2,吉安分局,22,25,22,3
ECC,47000,944988405,a,一般卡,1121,318,977-FW,2021/2/1 09:27,1,花蓮火車站,2021/2/1 09:49,4,志學,40,46,40,6
ECC,47000,1743096933,1,敬老卡,1121,318,977-FW,2021/2/1 09:30,1,花蓮火車站,2021/2/1 10:32,10,鳳林,0,58,51,7
ECC,47000,1743204213,1,敬老卡,1121,318,977-FW,2021/2/1 09:30,1,花蓮火車站,2021/2/1 10:08,5,壽豐,0,31,27,4
ECC,47000,1178582709,1,敬老卡,1121,318,977-FW,2021/2/1 10:09,5,壽豐,2021/2/1 10:50,13,光復站,0,46,40,6
ECC,47000,3359251416,c,愛心卡,1121,318,977-FW,2021/2/1 10:31,10,鳳林,2021/2/1 10:50,13,光復站,0,19,16,3
ECC,47000,344389096,1,敬老卡,1121,318,977-FW,2021/2/1 15:55,13,光復站,2021/2/1 17:32,1,花蓮火車站,0,76,67,9
ECC,47000,1746464437,1,敬老卡,1121,318,977-FW,2021/2/1 15:55,13,光復站,2021/2/1 17:33,1,花蓮火車站,0,76,67,9
ECC,47000,3497317864,1,敬老卡,1121,318,977-FW,2021/2/1 16:03,13,光復站,2021/2/1 17:21,1,花蓮火車站,0,76,67,9
ECC,47000,1745692309,1,敬老卡,1121,318,977-FW,2021/2/1 16:21,10,鳳林,2021/2/1 16:30,8,林榮,0,13,11,2
ECC,47000,261496552,c,愛心卡,1121,318,977-FW,2021/2/1 16:30,8,林榮,2021/2/1 17:30,1,花蓮火車站,0,47,41,6
ECC,47000,1634406581,a,一般卡,1121,318,977-FW,2021/2/1 17:18,1,花蓮火車站,2021/2/1 17:29,1,花蓮火車站,0,25,22,3
ECC,47000,657286117,a,一般卡,1121,318,977-FW,2021/2/1 17:25,1,花蓮火車站,2021/2/1 17:33,1,花蓮火車站,22,25,22,3
ECC,47000,2752982351,a,一般卡,1121,320,927-FW,2021/2/1 05:54,1,花蓮火車站,2021/2/1 06:12,1,花蓮火車站,22,25,22,3
ECC,47000,1619932904,1,敬老卡,1121,320,927-FW,2021/2/1 06:06,1,花蓮火車站,2021/2/1 06:53,7,溪口,0,41,36,5
ECC,47000,633567473,a,一般卡,1121,320,927-FW,2021/2/1 06:17,2,吉安分局,2021/2/1 06:58,9,南平,77,88,77,11
ECC,47000,1799339240,c,愛心卡,1121,320,927-FW,2021/2/1 06:55,8,林榮,2021/2/1 07:19,13,光復站,0,29,26,3
ECC,47000,377686760,c,愛心卡,1121,320,927-FW,2021/2/1 07:03,10,鳳林,2021/2/1 07:19,13,光復站,0,19,16,3
ECC,47000,1745498101,1,敬老卡,1121,320,927-FW,2021/2/1 07:14,12,萬榮,2021/2/1 07:18,13,光復站,0,13,11,2
ECC,47000,864571989,a,一般卡,1121,321,FAC-766,2021/2/1 14:19,12,萬榮,2021/2/1 14:30,10,鳳林,0,25,22,3
iCash,47000,7.11E+15,a,一般卡,1121,321,FAC-766,2021/2/1 14:28,10,鳳林,2021/2/1 15:00,5,壽豐,26,54,48,6
ECC,47000,1683771368,1,敬老卡,1121,321,FAC-766,2021/2/1 14:28,10,鳳林,2021/2/1 15:43,1,花蓮火車站,0,58,51,7
ECC,47000,642837329,a,一般卡,1121,321,FAC-766,2021/2/1 14:47,7,溪口,2021/2/1 15:32,1,花蓮火車站,72,82,72,10
ECC,47000,1747112837,c,愛心卡,1121,321,FAC-766,2021/2/1 14:53,5,壽豐,2021/2/1 15:13,4,志學,0,13,11,2
ECC,47000,3359035352,1,敬老卡,1121,321,FAC-766,2021/2/1 14:57,5,壽豐,2021/2/1 15:43,1,花蓮火車站,0,31,27,4
ECC,47000,1178360005,1,敬老卡,1121,321,FAC-766,2021/2/1 15:35,1,花蓮火車站,2021/2/1 15:43,1,花蓮火車站,0,13,11,2
ECC,47000,1491473384,1,敬老卡,1121,321,FAC-766,2021/2/1 15:35,1,花蓮火車站,2021/2/1 15:43,1,花蓮火車站,0,13,11,2
ECC,47000,1683771368,1,敬老卡,1121,321,FAC-766,2021/2/1 17:02,1,花蓮火車站,2021/2/1 18:31,12,萬榮,0,66,58,8
ECC,47000,1717979765,c,愛心卡,1121,321,FAC-766,2021/2/1 17:03,1,花蓮火車站,2021/2/1 17:15,1,花蓮火車站,0,13,11,2
ECC,47000,3359035352,1,敬老卡,1121,321,FAC-766,2021/2/1 17:03,1,花蓮火車站,2021/2/1 17:59,5,壽豐,0,31,27,4
ECC,47000,1745296037,1,敬老卡,1121,321,FAC-766,2021/2/1 17:03,1,花蓮火車站,2021/2/1 17:25,1,花蓮火車站,0,13,11,2
ECC,47000,1747846533,1,敬老卡,1121,321,FAC-766,2021/2/1 17:04,1,花蓮火車站,2021/2/1 18:31,12,萬榮,0,66,58,8
ECC,47000,2609573391,a,一般卡,1121,321,FAC-766,2021/2/1 17:04,1,花蓮火車站,2021/2/1 17:44,4,志學,40,46,40,6
ECC,47000,957010981,a,一般卡,1121,321,FAC-766,2021/2/1 17:05,1,花蓮火車站,2021/2/1 18:19,9,南平,91,103,91,12
ECC,47000,986743697,a,一般卡,1121,321,FAC-766,2021/2/1 17:05,1,花蓮火車站,2021/2/1 17:25,1,花蓮火車站,22,25,22,3
ECC,47000,1748072901,1,敬老卡,1121,321,FAC-766,2021/2/1 17:06,1,花蓮火車站,2021/2/1 18:03,5,壽豐,0,31,27,4
ECC,47000,1720863445,c,愛心卡,1121,321,FAC-766,2021/2/1 17:14,1,花蓮火車站,2021/2/1 18:27,11,榮民醫院,0,61,54,7
ECC,47000,940720501,c,愛心卡,1121,321,FAC-766,2021/2/1 17:14,1,花蓮火車站,2021/2/1 18:27,11,榮民醫院,0,61,54,7
ECC,47000,44253153,a,一般卡,1121,321,FAC-766,2021/2/1 17:18,1,花蓮火車站,2021/2/1 17:32,3,南華車站,29,33,29,4
ECC,47000,1743129557,1,敬老卡,1121,321,FAC-766,2021/2/1 17:20,1,花蓮火車站,2021/2/1 18:42,13,光復站,0,76,67,9
ECC,47000,1747779845,1,敬老卡,1121,321,FAC-766,2021/2/1 17:20,1,花蓮火車站,2021/2/1 18:42,13,光復站,0,76,67,9
ECC,47000,1745237909,1,敬老卡,1121,321,FAC-766,2021/2/1 17:23,1,花蓮火車站,2021/2/1 18:42,13,光復站,0,76,67,9
ECC,47000,905182386,a,一般卡,1121,321,FAC-766,2021/2/1 18:23,10,鳳林,2021/2/1 18:27,11,榮民醫院,22,25,22,3
ECC,47000,3497544168,c,愛心卡,1121,327,FAC-772,2021/2/1 10:22,1,花蓮火車站,2021/2/1 10:41,1,花蓮火車站,0,13,11,2
ECC,47000,3595598670,a,一般卡,1121,327,FAC-772,2021/2/1 10:22,1,花蓮火車站,2021/2/1 11:09,4,志學,40,46,40,6
ECC,47000,344389096,1,敬老卡,1121,327,FAC-772,2021/2/1 10:22,1,花蓮火車站,2021/2/1 12:09,13,光復站,0,76,67,9
ECC,47000,1619997416,1,敬老卡,1121,327,FAC-772,2021/2/1 10:22,1,花蓮火車站,2021/2/1 11:25,5,壽豐,0,31,27,4
ECC,47000,973057589,b,敬老卡,1121,327,FAC-772,2021/2/1 10:23,1,花蓮火車站,2021/2/1 11:48,10,鳳林,51,58,51,7
ECC,47000,260089320,1,敬老卡,1121,327,FAC-772,2021/2/1 10:27,1,花蓮火車站,2021/2/1 11:46,10,鳳林,0,58,51,7
ECC,47000,3371435992,1,敬老卡,1121,327,FAC-772,2021/2/1 10:41,1,花蓮火車站,2021/2/1 12:08,13,光復站,0,76,67,9
